0.8654,1.7845,0.45582,6.5756,113.89
0.88381,1.9077,0.57165,6.7073,127.48
1.0421,1.8442,0.47392,6.4766,125.18
0.84071,1.8666,0.50687,6.6159,117.85
0.86376,1.713,0.45383,7.4237,118.14
0.88471,1.9512,0.55598,6.8649,113.76
0.9639,2.447,0.47704,6.5873,117.81
1.045,1.7824,0.49075,6.2048,111.74
0.94212,2.1979,0.58376,7.0105,100.08
1.0441,2.3457,0.49427,6.0979,123.14
1.0556,2.2243,0.54376,7.4203,112.26
0.94487,1.8699,0.54208,7.4934,127.16
0.93061,2.2644,0.4777,7.3191,122.34
0.8788,1.9671,0.51868,6.6744,116.69
1.0455,1.7035,0.48399,6.0693,106.77
0.86706,2.2906,0.56866,6.1973,105.01
1.0557,2.236,0.56449,7.3442,121.01
1.0132,1.8494,0.46853,7.2142,115.56
0.94077,1.7629,0.59145,7.4857,106.43
1.0016,2.2276,0.55107,7.3539,128.3
0.83555,1.911,0.5587,7.1492,105.11
0.97828,1.7171,0.51124,6.004,126.14
0.88995,1.959,0.47102,6.6439,115.93
0.89769,1.8275,0.47812,6.6932,126.7
0.84935,1.928,0.54519,7.3627,120.63
0.99779,2.3873,0.58902,7.4235,128.51
0.92763,1.7151,0.49656,7.1824,114.1
0.81066,2.3213,0.5564,6.9317,112.14
0.90238,2.4384,0.59088,6.3964,119.24
1.0582,2.3873,0.59578,6.6737,105.54
0.96552,1.8644,0.52614,6.9962,111.81
0.87163,2.3229,0.55191,6.3243,107.19
0.96975,2.2898,0.48552,6.0193,105.39
1.0246,2.1225,0.45035,7.4375,111.88
0.89773,1.8156,0.47695,6.4328,111.63
1.0265,2.3095,0.55727,6.8243,114.98
1.0098,2.4468,0.51004,7.3196,122.2
0.98695,1.9358,0.46573,6.9179,103.77
0.82163,2.3093,0.59556,6.5593,117.65
1.0255,1.8232,0.48806,7.3558,105.66
0.8828,2.2825,0.5897,7.2177,116.46
1.0467,2.4301,0.54978,7.2625,129.81
0.94443,2.156,0.46271,6.0485,110.1
0.82679,1.8254,0.485,6.0976,128.65
0.84895,2.3203,0.47901,6.8837,124.9
0.87247,2.1384,0.54244,6.9642,108.77
0.97525,2.2118,0.5773,7.4996,109.08
1.0003,1.899,0.53488,7.1379,127.12
0.87349,2.0414,0.54906,6.5386,114.3
0.936,1.7012,0.4824,7.3638,101.59
0.90341,2.1268,0.56571,7.4559,101.89
0.92675,2.2301,0.58292,6.2346,122.23
0.94978,2.3349,0.54594,7.1906,102.35
1.0398,1.7659,0.58196,6.0859,106.55
0.95101,2.4156,0.517,6.2626,104.16
0.83619,2.3817,0.50428,7.0479,123
0.93861,1.7524,0.52728,6.7848,123.4
0.85956,2.1049,0.57589,6.4046,109.73
0.87297,1.9364,0.59964,6.4857,107.12
0.82297,2.252,0.47181,6.0682,114.62
0.94113,2.1395,0.49981,6.9547,109.91
1.0116,2.1705,0.48919,7.1146,124.94
0.83155,1.9375,0.53753,6.3986,108.83
1.0267,2.4425,0.49617,6.8735,102.96
1.0511,2.3367,0.4731,6.7852,100.93
0.94467,2.2934,0.49832,7.0018,124.43
1.0033,1.7067,0.53204,7.0639,103.14
0.96257,2.3556,0.45963,6.1821,106.78
1.028,2.1581,0.47237,6.5461,103.2
0.97291,2.1709,0.48131,6.2855,121.5
0.81759,2.3225,0.45445,6.4051,107.46
0.83752,2.2403,0.50459,6.9711,115.31
1.0252,1.7212,0.46494,6.2273,116.41
0.89134,2.0962,0.56968,7.4225,115.16
0.97668,1.9023,0.50447,6.1636,129.19
0.85076,2.1836,0.55025,6.9759,111.77
0.97053,2.3569,0.52243,6.4581,106.1
0.95618,1.9557,0.52554,6.1579,114.35
0.90933,2.3112,0.55795,7.1202,108.57
1.057,2.2971,0.54995,6.4379,111.6
0.9787,1.9289,0.57307,6.0802,106.14
1.0403,2.0691,0.51751,7.4816,107.08
1.0184,1.9244,0.47753,6.4123,129.92
0.87486,1.7409,0.46088,7.0202,116.28
0.8938,2.0506,0.53875,6.4008,122.79
1.0384,2.3942,0.49399,6.2126,106.32
0.97504,1.7674,0.51311,6.6614,122.61
0.93222,2.1185,0.50463,6.7402,103.46
0.99302,2.3516,0.5343,6.617,128.7
0.82217,2.4198,0.51055,7.4869,113.67
1.0064,1.7709,0.5388,6.9463,111.65
0.88986,2.2349,0.52525,7.0892,101.59
1.0309,2.0409,0.47905,6.2751,121.06
1.0094,2.3414,0.57752,7.3454,107.72
0.8423,2.104,0.54909,6.9626,112.45
0.947,1.8574,0.45522,6.4274,113.66
0.85962,2.1016,0.54325,6.7183,111.95
0.89781,1.7264,0.55764,6.8105,106
0.97941,1.9862,0.46146,6.1387,102.39
1.0063,2.0326,0.4576,6.299,107.7
