0.84197,2.3514,0.21624,7.5617,192.78
0.73732,1.9445,0.19794,7.5045,183.28
0.80027,2.3843,0.16933,7.6891,183.86
0.75491,2.363,0.1527,7.1498,192.17
0.75909,2.2578,0.20387,6.8844,193.33
0.73395,2.1587,0.26228,8.2567,193.11
0.83374,1.9537,0.25078,7.8973,193.3
0.82112,1.997,0.24674,8.1651,177.07
0.75689,1.9507,0.23883,7.8663,194.06
0.8488,2.2809,0.24462,6.8081,195.69
0.78376,2.3189,0.21749,7.9929,189.7
0.72713,2.2498,0.17379,7.0461,183.55
0.81984,2.277,0.17086,7.5203,186.36
0.73954,2.2927,0.21615,8.272,188.23
0.86702,2.3756,0.20289,7.945,195.63
0.74535,2.3355,0.15636,7.1704,195.23
0.80652,2.077,0.24794,7.3312,187.67
0.83126,1.9754,0.19066,7.1221,183.35
0.77171,2.2761,0.23238,7.1257,181.93
0.76526,2.0384,0.25162,7.7208,190.73
0.74287,2.3616,0.17476,7.4507,180.41
0.81906,2.1842,0.18977,7.1823,181.77
0.67226,2.1797,0.18397,7.2729,183.61
0.69617,2.2207,0.17829,7.0921,178.76
0.74876,2.1287,0.26391,8.2813,187.65
0.73435,2.2302,0.24543,7.527,190.79
0.81764,1.9227,0.25419,8.3648,188.23
0.74296,1.9747,0.18415,6.826,188.05
0.84371,1.9561,0.22079,7.184,193.89
0.86912,1.9461,0.18457,7.7065,176.4
0.81005,2.2487,0.18004,6.7679,184.48
0.77229,2.1026,0.19638,7.8161,176.79
0.6766,1.9771,0.15429,6.8318,188.69
0.75433,1.9921,0.24214,6.9311,181.77
0.78349,2.0593,0.18105,7.7816,179.69
0.85512,2.1229,0.15962,6.6085,177.26
0.69364,1.9465,0.24228,8.3809,177.81
0.77041,2.3746,0.16388,6.5819,188.42
0.7215,1.9257,0.1867,8.4813,182.15
0.75359,1.9948,0.22209,7.8215,183.54
0.8332,2.1905,0.15892,7.3402,187.52
0.7037,2.3278,0.17421,7.9556,177.7
0.75279,1.9818,0.23706,7.7422,194.64
0.81116,2.314,0.18842,6.8712,184.46
0.81854,2.3916,0.19108,6.7956,188.36
0.83916,1.9651,0.26435,7.7701,180.09
0.82949,2.2316,0.24276,6.9004,189.25
0.849,2.1761,0.2079,6.8342,178.43
0.74399,2.2731,0.18811,6.9121,181.6
0.7001,2.3075,0.162,6.8649,185.69
0.77191,1.9934,0.23588,8.4528,178.67
0.7467,1.9354,0.23806,7.6684,177.52
0.8157,2.1506,0.2355,7.2719,179.68
0.78283,2.2853,0.24911,6.5362,182.2
0.85939,1.9212,0.1631,7.0771,187.44
0.76377,2.3608,0.26738,8.0013,178.39
0.72203,2.1667,0.18175,6.7257,191.09
0.82226,2.0913,0.17782,7.1506,194.7
0.7734,2.2634,0.2643,7.3159,190.22
0.69187,2.0538,0.26731,7.905,191.81
0.74792,2.0254,0.16919,7.273,178.13
0.70139,2.0421,0.20441,8.0182,178.05
0.77512,2.1638,0.20348,8.4812,176.9
0.77319,2.3613,0.17784,7.6924,177.36
0.74145,1.9601,0.16421,8.1318,187.19
0.81805,2.025,0.24557,6.7806,195.38
0.80721,2.1219,0.17569,6.5962,181.5
0.76153,2.0219,0.19767,7.0219,192.01
0.86459,2.335,0.1536,7.4098,188.16
0.82203,2.2975,0.15067,7.8066,188.84
0.68103,2.3708,0.20253,6.884,177.39
0.84391,1.9745,0.18023,7.3546,190.76
0.74075,2.0029,0.22899,7.3765,182.53
0.80673,1.9466,0.24832,7.4297,191.69
0.81191,2.3926,0.1898,7.0779,181.38
0.83254,2.1008,0.20636,8.3937,194.08
0.67567,2.1087,0.2109,7.3216,187.42
0.73284,2.3653,0.16684,8.4655,185.85
0.73799,2.3602,0.21629,7.7693,177.49
0.82698,2.0385,0.17209,7.7384,190.68
0.85376,2.2673,0.24709,7.4693,192.73
0.86653,1.9083,0.2552,6.8,185.43
0.74453,2.0923,0.16803,7.1015,194.78
0.821,2.1273,0.1501,6.7716,180.16
0.71108,2.2851,0.1912,7.3779,179.42
0.83508,1.9682,0.23055,7.9022,180.25
0.7797,2.3126,0.2311,7.1596,180.37
0.83802,2.0622,0.17893,8.3771,180.21
0.77907,1.9173,0.16082,7.3908,177.62
0.75843,1.9684,0.16896,8.008,178.64
0.69258,2.1653,0.20866,7.9179,179.14
0.6946,2.1875,0.24934,6.863,179.71
0.72901,2.3089,0.23497,7.5795,190.15
0.68175,2.2692,0.18553,7.1964,184.92
0.74094,2.2651,0.15468,6.5336,185.31
0.86057,2.2891,0.21366,7.7829,186.6
0.83065,2.1497,0.17265,6.5005,176.3
0.7094,2.1281,0.26265,8.0592,183.28
0.75718,1.9666,0.26137,6.815,188.35
0.82395,2.124,0.15589,7.8991,176.25
