0.6222,2.269,0.81749,5.6497,109.68
0.56383,1.6159,0.60334,5.2644,126.5
0.57617,2.5685,0.69003,5.1031,105.12
0.57913,1.7241,0.77727,5.5933,104.06
0.60491,2.5755,0.8441,5.8621,109.48
0.50172,2.391,0.72241,5.9572,112.37
0.48045,1.7967,0.74081,5.76,108.81
0.54893,2.106,0.60954,5.8736,129.27
0.54103,2.2322,0.66981,5.5049,121.91
0.54554,2.4503,0.72676,5.3345,124.17
0.55948,1.8966,0.66708,5.1604,118.88
0.59517,1.7991,0.83445,5.3529,110.94
0.57168,2.5624,0.65307,5.0401,130.36
0.60506,1.9904,0.60624,5.789,102.66
0.58787,1.9081,0.72727,5.2775,122.12
0.50571,1.9572,0.64258,5.2539,119.77
0.63166,2.2791,0.81556,5.9041,102.9
0.62303,1.6194,0.75369,5.7226,111.64
0.59391,2.5004,0.75944,5.0857,108.07
0.6187,2.3362,0.93777,5.54,135.52
0.49335,2.5865,0.79924,5.4895,113.39
0.57766,2.5737,0.60378,5.971,128.45
0.5163,2.2105,0.76681,5.1335,133.73
0.59241,2.3244,0.86861,5.0259,115.33
0.65647,1.7233,0.6185,5.5409,132.73
0.51396,1.8215,0.8107,5.8064,106.79
0.5272,1.736,0.87806,5.5682,102.45
0.62866,1.942,0.87043,5.4908,109
0.50313,2.5398,0.6078,5.4038,125.6
0.57867,2.3675,0.77838,5.7935,119.84
0.47638,1.6485,0.6357,5.6712,133.55
0.51215,2.3157,0.72977,5.7036,106.73
0.47166,2.4809,0.70759,5.1863,127.2
0.54861,1.6841,0.70173,5.1381,122.02
0.53825,2.5754,0.8062,5.9438,125.94
0.55959,1.6087,0.71651,5.8093,129.36
0.50726,2.3812,0.65411,5.2873,109.39
0.54039,2.42,0.71682,5.2227,120.08
0.62805,1.6934,0.61029,5.1608,127.93
0.53555,2.2912,0.803,5.9743,130.44
0.55795,2.3486,0.70591,5.5905,122.63
0.59955,1.7091,0.9481,5.3309,130.37
0.51885,2.3633,0.65733,5.4248,119.38
0.52711,1.969,0.81449,5.5219,120.81
0.61506,1.8341,0.80394,5.1638,103.46
0.59171,2.0553,0.62551,5.2802,128.57
0.51059,2.3679,0.93357,5.6777,122.92
0.63787,1.998,0.64261,5.655,133.74
0.50104,2.5182,0.69475,5.3755,123.31
0.64148,2.1423,0.75126,5.6395,130.26
0.65218,2.2908,0.83321,5.1253,103.12
0.49186,1.6055,0.69166,5.7001,119.29
0.65219,2.2018,0.9255,5.5391,134.22
0.63404,1.9361,0.77673,5.1552,114.91
0.53909,1.9476,0.68499,5.0352,112.66
0.51259,1.7449,0.73314,5.8439,107.19
0.53594,1.7052,0.87656,5.7842,103.48
0.61978,2.347,0.84401,5.4895,124.07
0.5749,2.2172,0.74493,5.3219,112.9
0.56882,2.1426,0.7107,5.5554,121.42
0.54102,2.0125,0.93181,5.871,114.08
0.49123,1.6224,0.61393,5.5015,132.45
0.53475,2.1995,0.66315,5.0164,109.96
0.63814,1.9638,0.86659,5.0023,114.46
0.64587,1.921,0.84343,5.9167,124.07
0.52374,1.8804,0.89776,5.9524,103.03
0.65788,2.2066,0.86793,5.425,121.59
0.60333,2.4228,0.70037,5.7623,109.04
0.60404,1.6736,0.61331,5.0294,124.75
0.60135,2.3489,0.82033,5.5385,125.16
0.61411,2.2982,0.74227,5.6243,130.66
0.48406,1.68,0.72365,5.4541,113.25
0.60765,2.2679,0.76643,5.5329,125.54
0.63524,2.0271,0.73207,5.1255,125.02
0.64017,1.8284,0.66897,5.56,114.92
0.62358,1.9971,0.94987,5.835,130.35
0.55254,1.9342,0.64289,5.3085,128.45
0.58272,1.9185,0.76547,5.5738,105.24
0.48633,2.2877,0.60094,5.6305,116.28
0.49992,1.7162,0.81336,5.3535,134.99
0.49883,1.8937,0.74733,5.6994,129.18
0.56558,1.9443,0.74341,5.4039,130.84
0.47681,2.1636,0.8077,5.9747,115.15
0.63498,1.6514,0.68078,5.8175,110.94
0.52848,1.8337,0.70372,5.8289,108.09
0.58258,2.2461,0.90318,5.7258,105.92
0.48657,2.1527,0.92832,5.0752,110.41
0.60404,2.1392,0.87356,5.7481,103.96
0.64996,1.8607,0.84616,5.5346,130.38
0.62314,2.2588,0.68743,5.7903,102.6
0.49963,2.526,0.82339,5.5716,106.95
0.60799,2.5137,0.62553,5.2487,131
0.5555,2.1783,0.79179,5.8388,114.73
0.51105,2.2201,0.83399,5.1752,119.11
0.63596,1.7588,0.6157,5.1501,129.52
0.62248,2.4374,0.73285,5.0504,107.66
0.66744,1.7159,0.73373,5.5975,126.48
0.59454,1.6055,0.84927,5.4328,136.58
0.59242,1.6203,0.7206,5.0518,125.01
0.60642,1.9253,0.62095,5.4599,119.12
